count;license;deja_en_base;title;sinp_uuid;key;doi;jdd_local;nb_local
523;CC-BY;non;Inventaires et expertise auprès de propriétaires privés-Données CEN M-P inventaires naturalistes foncier privé;0d7595fb-4554-4cd5-9a78-3c7bb8500aca;0d7595fb-4554-4cd5-9a78-3c7bb8500aca;10.15468/ts3fps;;
499;CC-BY;non;Données Nymphalis-Export nymphalis 22 06 2022;;7e2b49cf-cd33-4b1a-acda-7a628165e31c;10.15468/8kg37m;;
493;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Cryptogamers données de Rémy Poncet;06499f3c-2e12-4388-8b92-58b1b1c63a4d;06499f3c-2e12-4388-8b92-58b1b1c63a4d;10.15468/k6ntzx;;
492;CC-BY;non;Atlas des oiseaux nicheurs de France réalisés par carte IGN50 - Oiseaux nicheurs de France métropolitaine 1985-1989 - nidification certaine;f1566792-b416-4692-a09c-7e8aa8d17be6;f1566792-b416-4692-a09c-7e8aa8d17be6;10.15468/shgjcz;;
489;CC-BY;non;Atlas des poissons d'eau douce de France métropolitaine (2001);8256af7b-37fc-4fe7-99bc-d4454c379374;8256af7b-37fc-4fe7-99bc-d4454c379374;10.15468/zbshzy;;
481;CC-BY;non;Livre rouge de la flore menacée de France (tomes I et II) - (FCBN);41e8840e-57eb-40d4-a1ac-cfda408bc871;41e8840e-57eb-40d4-a1ac-cfda408bc871;10.15468/sgoi2p;;
477;CC-BY;non;Amélioration de la connaissance de la flore, la fonge et les habitats naturels et évaluation des grands corridors alluviaux de la sous-trame milieux humides et les grandes aires urbaines de Midi-Pyrénées.-Relevés phytosiociologiques ciblés sur les végétations aquatiques et riveraines;bcbbfd4a-3aa7-4579-87d1-f44683cdb8a1;bcbbfd4a-3aa7-4579-87d1-f44683cdb8a1;10.15468/jmfvbr;;
461;CC-BY;non;Inventaire des coléoptères saproxyliques de France métropolitaine - Inventaire des coléoptères saproxyliques du département de la Santé des Forêts;b0dd9739-9cfa-4ee4-8e17-358c9e6a46f8;b0dd9739-9cfa-4ee4-8e17-358c9e6a46f8;10.15468/qrwwr8;;
455;CC-BY;non;Plan d'action sur les plantes exotiques envahissantes en Midi-Pyrénées-Observations de plantes exotiques envahissantes réalisées par le CBNPMP;dc6c4401-8116-4d75-9cde-000f315e39e8;dc6c4401-8116-4d75-9cde-000f315e39e8;10.15468/skrydr;;
451;CC-BY;non;Bases de données historiques et jeux de données (sans métadonnées associées) moissonnés dans le cadre du SINP-Données de Barbanson du 26 11 2020;;b53755ac-0f09-47d5-9845-1d304a4583c6;10.15468/3wc4q4;;
436;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de ROMET Nicolas;905f00be-866c-4c60-920a-3056349df52e;905f00be-866c-4c60-920a-3056349df52e;10.15468/qtt1ke;;
430;CC-BY;non;Conventions de partenariat sur les terrains militaires d'Occitanie-Données convention de gestion CEN MP - autorités du camp militaire (1er RCP de Pamiers);1afb0f67-fa9c-44a0-bd55-51d1da125d0f;1afb0f67-fa9c-44a0-bd55-51d1da125d0f;10.15468/gxwagu;;
423;CC-BY;non;Inventaire des coléoptères saproxyliques de France métropolitaine-Données Entomologiques A. HORELLOU 1988-2022;4e0ae4ef-4f11-4cfe-9f3a-3c8a2465d205;4e0ae4ef-4f11-4cfe-9f3a-3c8a2465d205;10.15468/mpnceb;;
423;CC-BY;non;Répartition de différentes espèces de petits et méso carnivores en France (ONCFS et coll.);675193f9-39e4-4ea1-ab88-d626da2d7a99;675193f9-39e4-4ea1-ab88-d626da2d7a99;10.15468/tc93zr;;
417;CC-BY;non;Amélioration de la connaissance de la flore, la fonge et les habitats naturels sur le territoire de la « plaine » de Midi-Pyrénées-Inventaire des végétations et habitats péri-aquatiques dans le secteur de plaine de Midi-Pyrénées par le CBNPMP;a2b21b3c-c318-4f03-99cc-a570f2b256e2;a2b21b3c-c318-4f03-99cc-a570f2b256e2;10.15468/htspq6;;
409;CC-BY;non;Cadre d'acquisition personnel de Delmas Claudine-Jeu de données personnel de Delmas Claudine;be15fac0-1fd8-4b7b-93df-3b9f81748850;be15fac0-1fd8-4b7b-93df-3b9f81748850;10.15468/zxgmde;;
405;CC-BY;non;Actions Natura 2000 - Données ANA - CEN Ariège sur Natura 2000;99e577d8-9639-441a-a554-3de59f0d3aab;99e577d8-9639-441a-a554-3de59f0d3aab;10.15468/xyac2r;;
388;CC-BY;non;Parc photovoltaïque de Montaut - PV Montaut faune flore 2019;;d6b74c76-20d4-4937-adf5-67fdab48f4bb;10.15468/e34pwv;;
385;CC-BY;non;Données herpétologiques SINP pour la région Occitanie-données bénévoles opportunistes amphibiens reptiles de l’EPHE-BEV;;4be5c8b9-50e4-4b70-8c9e-691ab741922a;10.15468/pspcut;;
375;CC-BY;non;Expertise IQE du Golf de l'Ariège en 2021 - Donnees espèces - Expertise IQE Golf de l'Ariège 2021;;19efbb21-3d68-4cbf-8bf8-adab88b72ab1;10.15468/4kr84z;;
374;CC-BY;non;6 - Inventaire général de la flore vasculaire et de la fonge sur le TAG du CBNMed-Divers jeux de données floristiques produits par le réseau des botanistes amateurs dans les départements du 06, 11, 13, 30, 34, 48, 66, 83, 84;557f6b7a-7d57-48e7-8648-804657aa30e3;557f6b7a-7d57-48e7-8648-804657aa30e3;10.15468/jaqe28;;
370;CC-BY;non;Plan régional d’action pour la conservation des plantes messicoles et plantes remarquables des cultures, vignes et vergers en Midi-Pyrénées-Données d'inventaires et suivis des messicoles receuillies par le CBNPMP en Midi-Pyrénées;d406d331-d810-464a-af52-3154433dd8bc;d406d331-d810-464a-af52-3154433dd8bc;10.15468/cambpp;;
355;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de POIREL Alain;006ba26a-d903-4621-be54-8965211abd7e;006ba26a-d903-4621-be54-8965211abd7e;10.15468/vgqtzv;;
342;CC-BY;non;Flore des Pyrénées;d8dbe442-093d-4fea-9fbb-d92cd12202f8;d8dbe442-093d-4fea-9fbb-d92cd12202f8;10.15468/vyh3vf;;
339;CC-BY;non;Amélioration de la connaissance de la flore, la fonge et les habitats naturels et évaluation des grands corridors alluviaux de la sous-trame milieux humides et les grandes aires urbaines de Midi-Pyrénées.-Recherche de taxons rares ou menacées de plantes vasculaires de la sous-trame milieux humides de Midi-Pyrénées;2bcde163-40c8-4942-94fa-a32e11c61d4b;2bcde163-40c8-4942-94fa-a32e11c61d4b;10.15468/kzsza7;;
336;CC-BY;non;Inventaire des oiseaux nicheurs de France métropolitaine 2009-2012 - Oiseaux nicheurs de France métropolitaine 2009-2012 - Nidification possible;93773ae8-f7c4-44b3-8793-761bb0561050;93773ae8-f7c4-44b3-8793-761bb0561050;10.15468/4ldbjm;;
325;CC-BY;non;Programmes de connaissance sur les communautés d'invertébrés en Occitanie-Données invertébrés produites par le bureau d'études BIOTOPE;;9a116e66-bf27-4424-99b6-57a106160437;10.15468/aqqxhh;;
319;CC-BY;non;Données flore dans le cadre du programme européen FLORAPYR dans les Pyrénées occidentales et centrales;67307948-6453-4e64-80ad-3f8cfee1d1fd;67307948-6453-4e64-80ad-3f8cfee1d1fd;10.15468/ja47eb;;
313;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Observations naturalistes d'Hervé BRUSTEL;0f223a99-0331-4410-bd97-5472b2e457ec;0f223a99-0331-4410-bd97-5472b2e457ec;10.15468/74hyug;;
309;CC-BY;non;Projet canalisation gazière Laurabuc-Verniolle - Inventaires Faune-Flore Laurabuc-Verniolle (09);ea9466c0-b19b-452a-982f-6c9063a51d00;ea9466c0-b19b-452a-982f-6c9063a51d00;10.15468/x9m22h;;
301;CC-BY;non;Programmes de connaissance sur les zones humides d'Occitanie - Données ANA - CEN Ariège sur les zones humides (occurences de taxons);4bbc00b3-86ab-4d4b-aee2-398059257199;4bbc00b3-86ab-4d4b-aee2-398059257199;10.15468/5sjqrc;;
282;CC-BY;non;Inventaires et expertise auprès de propriétaires privés - Données ANA - CEN Ariège sur les inventaires effectués auprès de propriétaires privés;890f08d6-de4e-4331-acab-2ff21e0fefd2;890f08d6-de4e-4331-acab-2ff21e0fefd2;10.15468/fnjhp7;;
281;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Opilions de France métropolitaine EI;5a6c9274-419b-48cd-b277-1a6a865f465b;5a6c9274-419b-48cd-b277-1a6a865f465b;10.15468/hktgef;;
280;CC-BY;non;Atlas des poissons d'eau douce de France métropolitaine (2011);b9e8d4f9-7ca5-4990-9e89-c4582cd73572;b9e8d4f9-7ca5-4990-9e89-c4582cd73572;10.15468/0ag9e1;;
280;CC-BY;non;Suivi Temporel des Libellules (STELI);c709bf36-4964-4771-90f0-c6ba4b351620;c709bf36-4964-4771-90f0-c6ba4b351620;10.15468/l6i1ap;;
273;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de SWIFT Olivier;4f0a9cb0-0079-4b22-b1fe-359b7e71a36a;4f0a9cb0-0079-4b22-b1fe-359b7e71a36a;10.15468/wsyd2b;;
271;CC-BY;non;Inventaire des oiseaux de France métropolitaine, présence hivernale, 2009-2013 - Oiseaux de France métropolitaine 2009-2013 en période hivernale;f5e9bf91-d834-49ed-a58a-78b9cb952b35;f5e9bf91-d834-49ed-a58a-78b9cb952b35;10.15468/tvjiql;;
270;CC-BY;non;Inventaire des coléoptères saproxyliques de France métropolitaine - Collection de longicornes et autres coléoptères saproxyliques d'Hervé BRUSTEL;10f2c4ee-4b24-40e9-886b-d7d0067f8c14;10f2c4ee-4b24-40e9-886b-d7d0067f8c14;10.15468/zqemad;;
265;CC-BY;non;Insectes Coléoptères Scarabéidés Laparosticti de France métropolitaine (enquête 2);7126858d-9bfc-4097-b42d-c3b6e20a74ff;7126858d-9bfc-4097-b42d-c3b6e20a74ff;10.15468/1gcs1f;;
264;CC-BY;non;Insectes Coléoptères Scarabéidés Laparosticti de France métropolitaine (enquête 1);a5f073d3-2a88-4fe0-bdcb-e332397b4b6a;a5f073d3-2a88-4fe0-bdcb-e332397b4b6a;10.15468/xy3e1b;;
259;CC-BY;non;Appui technique et scientifique à la mise en œuvre de la MAET Herb07 zones humides-Inventaires réalisées par le CBNPMP dans le cadre de l'appui à la MAET HERB07 en Midi-Pyrénées;3110afa9-7f2e-4f60-a488-7e21b15f9c3e;3110afa9-7f2e-4f60-a488-7e21b15f9c3e;10.15468/8g2kdp;;
253;CC-BY;non;Comptages Wetlands, dénombrements des oiseaux d'eau à la mi-janvier en France métropolitaine-Comptages Wetlands, dénombrements des Oiseaux d'eau à la mi-janvier en France métropolitaine;40e69efe-e113-4eea-9363-0a8eec54cf38;40e69efe-e113-4eea-9363-0a8eec54cf38;10.15468/auo1jt;;
251;CC-BY;non;Programmes de connaissance sur les forêts d'Occitanie-Données vieilles forêts;0f3146f2-6d77-4330-96ee-38e2f0949150;0f3146f2-6d77-4330-96ee-38e2f0949150;10.15468/8ykamg;;
245;CC-BY;non;Atlas des oiseaux nicheurs de France réalisés par carte IGN50 - Oiseaux nicheurs de France métropolitaine 1970-1975 - nidification certaine;040d0116-7d19-45bc-8fe5-3f24b5965748;040d0116-7d19-45bc-8fe5-3f24b5965748;10.15468/yndnm9;;
245;CC-BY;non;Données d'occurrences issues des Formulaires standards de données des sites Natura 2000 - Données d'occurrence Espèces issues de la base Natura 2000 : espèces d'intérêt communautaire et autres espèces remarquables renseignées dans les FSD;6cbf7d4d-13cb-4604-8668-db68fe753349;6cbf7d4d-13cb-4604-8668-db68fe753349;10.15468/g2ptuw;;
238;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Jean-Michel BICHAIN;0375fd40-83ee-439a-8ad9-62375d769ac9;0375fd40-83ee-439a-8ad9-62375d769ac9;10.15468/ebsrwd;;
237;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de IORIO Etienne;1b4071af-2811-44a9-95ea-9067c74f2430;1b4071af-2811-44a9-95ea-9067c74f2430;10.15468/n2kx7u;;
237;CC-BY;non;Atlas des papillons de jour et des libellules du Languedoc-Roussillon-Données CEN L-R papillons/libellule;73bf14dd-2893-44d0-ab5c-fc4399fe3db7;73bf14dd-2893-44d0-ab5c-fc4399fe3db7;10.15468/u8js9d;;
235;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données arachnologiques de OGER Pierre;8226fe1c-2f7e-49f7-835c-ec01fc7e988b;8226fe1c-2f7e-49f7-835c-ec01fc7e988b;10.15468/6szze7;;
232;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Bruno OGER;87603385-f33f-4577-8e50-ab67f36faa35;87603385-f33f-4577-8e50-ab67f36faa35;10.15468/60w5eu;;
231;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Etude RTE-PNR Saint-Paul-de-Jarrat 2022;c9c3a4b5-5ffb-435b-aa71-b04b91d656f5;c9c3a4b5-5ffb-435b-aa71-b04b91d656f5;10.15468/pt5nbg;;
228;CC-BY;non;Amélioration de la connaissance de la flore, la fonge et les habitats naturels sur le territoire de la « plaine » de Midi-Pyrénées-Inventaires bryologiques du CBNPMP sur le secteur de plaine de Midi-Pyrénées;93f66e52-0e80-4d7b-b2bd-888a22bd699e;93f66e52-0e80-4d7b-b2bd-888a22bd699e;10.15468/dxsagm;;
228;CC-BY;non;Amphibiens et Reptiles de France (Enquête 2);a9f7dd79-e368-46be-a774-a9eabf2d191a;a9f7dd79-e368-46be-a774-a9eabf2d191a;10.15468/elzxna;;
209;CC-BY;non;Atlas des oiseaux nicheurs de France réalisés par carte IGN50 - Oiseaux nicheurs de France métropolitaine 1970-1975 - nidification probable;32219fa0-4b5f-4f3f-b119-5923d6995b3a;32219fa0-4b5f-4f3f-b119-5923d6995b3a;10.15468/ccpz2c;;
204;CC-BY;non;Cadre d'acquisition personnel de Gadach Romain-Jeu de données personnel de Gadach Romain;;442bac3b-9136-436b-a034-e07da11aafce;10.15468/a97puv;;
204;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de SERVIENTIS Nils;fa33724b-11cf-4242-8f7c-103467ac5324;fa33724b-11cf-4242-8f7c-103467ac5324;10.15468/4hdfje;;
199;CC-BY;non;Bibliographie de la faune, la flore et la fonge de France métropolitaine et outre-mer-Bulletin de la société entomologique de France [1896- ];ad4d7478-1789-4291-955c-b30cc889365b;ad4d7478-1789-4291-955c-b30cc889365b;10.15468/gabzv0;;
188;CC-BY;non;Dépouillements d'herbiers du CBNPMP-Dépouillements d'herbiers réalisées par le CBNPMP;0e2a9f6f-f644-4363-8e06-585cf941d161;0e2a9f6f-f644-4363-8e06-585cf941d161;10.15468/xu44s4;;
186;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de DUPUY Hélène;d5c08534-6b78-4db2-89e3-984876d86041;d5c08534-6b78-4db2-89e3-984876d86041;10.15468/kw9fc2;;
186;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Arnaud HORELLOU;d8ad40fb-908b-462c-a21c-88fecad83389;d8ad40fb-908b-462c-a21c-88fecad83389;10.15468/lj7ai4;;
185;CC-BY;non;Saisie naturaliste opportuniste dans SICEN Occitanie-Données opportunistes du CEN Languedoc-Roussillon;7d95137d-4dbe-41ff-9569-a890c84abd6b;7d95137d-4dbe-41ff-9569-a890c84abd6b;10.15468/t5dd6z;;
184;CC-BY;non;Fourmis de France métropolitaine : données AntArea;17167110-dddf-4c70-adde-2ecc46829521;17167110-dddf-4c70-adde-2ecc46829521;10.15468/m2vuje;;
181;CC-BY;non;Centrale solaire de Lédar-Centrale solaire de lédar;;889d81df-8d7d-48d5-aa04-df28176e07e2;10.15468/q7hx3n;;
178;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes d'Alain CANARD;b33ce172-d55a-449f-ae8c-63bd94ebee63;b33ce172-d55a-449f-ae8c-63bd94ebee63;10.15468/bierh1;;
178;CC-BY;non;Inventaire des coléoptères saproxyliques de France métropolitaine-Données entomologiques Bruno Mériguet dans le cadre des études réalisées par l'OPIE et à titre personnel;d539970d-fa08-41c5-8951-0b3e8b94d287;d539970d-fa08-41c5-8951-0b3e8b94d287;10.15468/veen3z;;
175;CC-BY;non;Plan régional d’action pour la conservation des plantes messicoles et plantes remarquables des cultures, vignes et vergers en Midi-Pyrénées-Données d'inventaires et suivis des messicoles receuillies par NMP en Midi-Pyrénées;;428a4fac-d9da-4f69-ac3e-57f935c5bfc6;10.15468/tghmb9;;
165;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes des correspondants d'Olivier ESCUDER;83687bf8-b312-4041-a4de-7c18056d963c;83687bf8-b312-4041-a4de-7c18056d963c;10.15468/topt6v;;
164;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Pierre FRAPA;d6172663-73c4-4dfa-b483-36f454936a37;d6172663-73c4-4dfa-b483-36f454936a37;10.15468/izrly0;;
161;CC-BY;non;Enquêtes de l'Opie - Inventaire des Ephémères de métropole (Opie);f88f9c5b-9097-4bfe-877a-8917b08f75e3;f88f9c5b-9097-4bfe-877a-8917b08f75e3;10.15468/tzy0ks;;
160;CC-BY;non;Conventions de partenariat sur les terrains militaires d'Occitanie - Données ANA - CEN Ariège sur terrain militaire;2ebda1e4-f54b-44aa-a39d-b0da46c6af19;2ebda1e4-f54b-44aa-a39d-b0da46c6af19;10.15468/dkjm2f;;
160;CC-BY;non;Inventaire des coléoptères saproxyliques de France métropolitaine - Données multi sources collectées par Hanot Christophe, pour l'atlas des Cerambycidae de métropole (lot 2017);9fc816de-28c7-4484-940a-902af780a96f;9fc816de-28c7-4484-940a-902af780a96f;10.15468/395xhy;;
160;CC-BY;non;Observatoire des abeilles : collection Aubert-Observatoire des abeilles - collection, observations & déterminations de Matthieu Aubert;;cc988c4f-85da-4a4c-8292-1ff49e3f0807;10.15468/5vautt;;
158;CC-BY;non;Données de Mammifères issues de Baznat. Midi-Pyrénées - Données mammifères Midi-Pyrénées enregistrées dans BazNat - Lot 3;5e6b1784-7ade-4542-a61f-8adf9bfb0b7b;5e6b1784-7ade-4542-a61f-8adf9bfb0b7b;10.15468/smzoch;;
156;CC-BY;non;6 - Inventaire général de la flore vasculaire et de la fonge sur le TAG du CBNMed-Divers jeux de données floristiques produits par la Fédération Aude Claire;e54ed09d-d0df-4e6d-8438-ff79a865b0f9;e54ed09d-d0df-4e6d-8438-ff79a865b0f9;10.15468/ckb38j;;
151;CC-BY;non;"Programme de connaissance sur les amphibiens de France Métropolitaine (SHF)-POPAmphibien ""Communauté"" (SHF)";;397884c0-7d0e-4845-a579-14113386c44b;10.15468/rn5cfw;;
150;CC-BY;non;6 - Inventaire général de la flore vasculaire et de la fonge sur le TAG du CBNMed-Divers jeux de données floristiques produits par le CBNMED sur son territoire d'agrément;e765780e-42d8-473f-a210-6365554f07b4;e765780e-42d8-473f-a210-6365554f07b4;10.15468/gcpara;;
142;CC-BY;non;50000 Observations pour la forêt-Données du programme 50000 observations pour la forêt;30b2cfa9-65a6-4338-8ef3-cf6daa210487;30b2cfa9-65a6-4338-8ef3-cf6daa210487;10.15468/tazwur;;
142;CC-BY;non;Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données piscicoles acquises selon le protocole de pêche partielle sur berges - ASPE - OFB;fbf2c8a9-1f63-4a48-a85e-96e5641f3cc8;fbf2c8a9-1f63-4a48-a85e-96e5641f3cc8;10.15468/ndx7os;;
136;CC-BY;non;Bibliographie de la faune, la flore et la fonge de France métropolitaine et outre-mer-Bulletin de la Société d'Histoire Naturelle de Toulouse [1867- ];2015efcb-7791-40dc-bd71-7c77449acf49;2015efcb-7791-40dc-bd71-7c77449acf49;10.15468/mytnul;;
136;CC-BY;non;Inventaire des coléoptères saproxyliques de France métropolitaine-Données d'occurence espèce du Département Santé des Forêts 2016-2021;;5c27d5db-faab-4371-8b63-8180e269db88;10.15468/sk7xhp;;
133;CC-BY;non;Observations opportunistes de flore vasculaire, bryophytes, champignons et lichens-Observations opportunistes Fonge des bénévoles de l'Association mycologique de Bigorre;;1b7630de-f1b3-4918-837d-92cf375b8af9;10.15468/sa8zbq;;
132;CC-BY;non;CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes d'Alain BERLY;abe19638-cfb5-45e6-ba70-bf045f2b143c;abe19638-cfb5-45e6-ba70-bf045f2b143c;10.15468/dmtj3c;;
128;CC-BY;non;Collections entomologiques saisies par le CEN MP-Collection entomologique Museum d'Histoire naturelle;d624672e-587d-4155-9302-6ad089d35024;d624672e-587d-4155-9302-6ad089d35024;10.15468/5v34ud;;
127;CC-BY;non;Stages naturalistes NEO-Stage Orthoptères 2020;;7372ed70-d20d-4bf4-84bb-2226716e10af;10.15468/7qsp5a;;
127;CC-BY;non;Cadre d'acquisition personnel de Clément Cathy-Jeu de données personnel de Clément Cathy;7c5c665a-16b2-40a4-840f-3a030de9d65f;7c5c665a-16b2-40a4-840f-3a030de9d65f;10.15468/jr7mwe;;
123;CC-BY;non;Inventaire des Crustacés Isopodes terrestres de France métropolitaine - Inventaire des Crustacés Isopodes de France métropolitaine;2c13b330-d6c5-4d4f-a726-129ca8c855cf;2c13b330-d6c5-4d4f-a726-129ca8c855cf;10.15468/xqesji;;
122;CC-BY;non;Parc photovoltaïque de Montaut - PV Montaut faune flore 2021;;01720451-bb6e-43a0-97c7-696dfee589ce;10.15468/6zpk2t;;
